341.0097845942254,376.871,286.588,417.181,262.958,454.71,222.648,451.93,186.509,438.03,172.609,443.59,182.339,451.93,129.519,450.54,90.5998,447.76,60.0202,410.231,176.779,419.961,140.639,419.961,171.219,415.791,187.899,386.601,178.169,389.381,151.759,393.551,176.779,394.941,196.239,362.971,179.559,365.751,161.489,367.141,179.559,367.141,196.239
285.1069296737629,167.039,279.544,185.633,251.653,203.065,210.979,186.795,173.791,158.904,163.332,196.092,166.818,196.092,116.847,193.768,86.6315,192.606,59.9027,168.201,171.466,156.58,136.603,155.418,163.332,156.58,177.277,141.472,174.953,129.851,147.062,135.662,172.629,139.148,187.736,119.392,188.898,110.095,163.332,111.257,179.601,118.23,192.385
296.3660320701413,313.966,298.696,344.166,280.576,373.158,244.335,367.118,206.887,345.374,194.807,373.158,204.471,384.031,157.358,386.447,127.158,386.447,98.1658,347.79,196.015,345.374,167.023,336.918,193.599,336.918,206.887,323.63,191.183,316.382,175.479,317.59,199.639,318.798,212.927,299.47,188.767,297.054,183.935,297.054,200.847,298.262,214.135
286.04662133645274,196.796,275.435,216.617,250.95,235.272,210.142,224.779,170.5,196.796,158.84,232.94,167.002,236.438,115.7,237.604,84.2193,236.438,57.4024,207.29,167.002,196.796,130.857,192.132,158.84,193.298,175.163,179.307,167.002,168.813,140.185,171.145,167.002,173.477,179.827,154.822,171.666,148.992,153.01,147.826,168.168,151.324,183.325
247.72373556443884,213.513,275.296,237.747,254.092,266.02,220.77,257.942,189.468,244.815,174.322,260.971,197.546,270.059,161.195,274.098,132.923,276.117,112.728,237.747,195.527,237.747,164.225,230.679,185.429,229.669,202.595,216.543,194.517,213.513,172.303,213.513,194.517,213.513,207.644,198.367,191.488,196.348,183.41,195.338,195.527,197.357,208.653
295.70792079516576,319.624,332.921,348.552,313.635,376.275,276.27,369.043,238.905,343.731,226.851,372.659,236.494,379.891,187.075,381.096,156.942,379.891,129.22,348.552,229.262,342.526,199.129,338.91,226.851,338.91,241.315,320.83,223.235,318.419,209.977,319.624,235.289,320.83,249.753,299.134,226.851,294.312,219.619,295.518,238.905,300.339,250.958
273.09852233214303,205.008,255.538,232.837,231.048,260.666,193.2,255.101,157.578,228.384,138.654,256.214,152.012,264.006,104.146,267.345,76.3166,268.459,50.7135,229.498,153.126,225.045,116.391,220.592,144.22,222.818,157.578,203.895,156.465,198.329,130.862,201.668,156.465,206.121,169.823,179.405,165.371,178.291,148.673,179.405,165.371,181.631,175.389
288.5654186713994,296.213,317.717,323.266,293.016,349.143,254.201,340.909,217.738,319.737,202.447,343.262,216.562,344.438,168.337,344.438,140.108,343.262,111.878,316.208,215.386,312.68,182.451,309.151,207.152,309.151,223.619,293.86,215.386,286.803,195.39,289.155,216.562,292.684,231.853,270.336,217.738,266.807,207.152,267.984,222.443,271.512,234.205
248.74444307561933,220.56,318.249,242.866,293.916,267.2,260.457,259.088,229.026,241.852,212.803,261.116,236.123,267.2,197.595,269.228,172.247,270.241,150.955,237.796,234.095,235.769,204.692,231.713,226.998,232.727,245.248,216.504,234.095,214.477,214.831,214.477,236.123,215.491,249.304,196.226,236.123,194.199,228.012,195.213,238.151,199.268,251.332
249.2575273828255,272.262,255.85,302.741,232.482,329.157,193.874,316.965,162.378,291.565,151.202,315.949,159.33,314.933,113.61,313.917,86.1784,311.885,60.7785,290.549,161.362,286.485,130.882,284.453,158.314,287.501,180.666,270.23,167.458,264.134,147.138,268.198,168.474,271.246,183.714,247.878,174.57,245.846,160.346,247.878,174.57,252.958,184.73
