309.88657735371504,257.168,255.824,281.168,229.298,302.641,183.826,284.957,144.669,262.221,115.617,295.062,148.458,290.009,95.4069,284.957,63.8287,284.957,34.7768,274.852,153.511,267.273,106.775,277.378,63.8287,276.115,37.303,253.379,156.037,245.8,123.196,253.379,148.458,259.694,171.194,228.116,159.826,230.642,144.669,236.958,164.879,245.8,185.089
308.8816904852083,242.049,297.357,262.193,269.658,273.524,221.815,253.38,185.303,223.163,163.9,263.452,186.562,252.121,136.201,238.272,105.984,223.163,84.5808,240.79,194.116,229.458,155.086,235.754,105.984,234.495,80.8037,219.386,197.893,213.091,168.936,223.163,195.375,230.717,210.484,195.465,207.966,199.242,195.375,209.314,213.002,219.386,228.11
267.33201637851016,328.332,262.832,351.215,244.307,366.47,211.617,359.932,182.196,335.959,173.479,368.65,175.658,367.56,129.892,362.112,101.561,365.381,77.5879,350.125,174.568,356.663,130.982,356.663,100.471,357.753,77.5879,331.601,175.658,331.601,150.596,333.78,173.479,335.959,190.913,309.807,178.927,315.256,173.479,322.883,190.913,326.152,206.169
295.9732745266032,270.938,251.526,297.479,231.017,317.988,192.412,307.13,159.839,286.621,146.568,304.717,152.601,303.511,103.138,299.892,70.5645,301.098,45.2298,281.796,148.981,292.653,104.344,292.653,70.5645,290.241,47.6426,264.906,153.807,272.144,127.266,278.176,152.601,279.383,170.697,246.81,162.252,258.874,150.188,268.525,170.697,270.938,183.967
288.3710290736571,258.2,269.292,285.234,244.608,306.392,205.819,292.287,170.556,267.603,159.977,288.761,164.679,287.585,112.96,282.884,84.7501,285.234,60.0662,265.252,161.153,277.007,120.013,275.831,85.9256,274.656,63.5925,248.796,169.381,257.024,145.872,260.551,168.205,264.077,184.661,229.989,177.609,241.744,169.381,251.147,187.012,258.2,204.644
307.1329483155463,295.586,321.511,321.876,303.985,346.914,263.924,331.891,228.871,299.341,216.352,339.402,225.115,334.395,172.535,329.387,138.734,331.891,108.688,314.364,223.863,319.372,173.787,320.624,136.23,313.112,109.94,290.578,227.619,290.578,202.581,296.838,230.123,299.341,250.153,269.296,233.878,276.807,228.871,283.067,251.405,289.326,270.183
321.63749797093,400.097,258.386,436.805,243.965,472.203,209.878,474.825,171.859,453.848,158.749,449.915,157.438,464.337,111.552,469.581,82.7094,478.758,55.1779,431.561,156.127,451.226,107.619,461.715,77.4653,470.892,56.4889,417.14,157.438,439.427,135.15,447.293,166.615,439.427,179.725,400.097,167.926,430.25,163.993,438.116,183.658,431.561,200.701
306.9601276794756,190.776,267.988,210.796,242.964,220.805,196.67,198.284,157.883,170.757,135.362,209.544,156.632,195.781,106.584,182.018,76.5554,169.506,54.0338,183.269,160.385,170.757,127.854,180.767,76.5554,177.013,54.0338,164.501,167.893,156.994,141.618,165.752,166.641,178.264,186.661,141.98,177.902,141.98,166.641,153.241,186.661,165.752,202.926
281.278076962994,319.261,235.544,349.07,222.933,376.586,188.537,369.707,159.874,346.777,149.556,365.121,147.263,372,96.8163,372,68.1535,376.586,41.7837,341.045,142.677,357.096,101.402,365.121,67.007,367.414,41.7837,321.554,142.677,338.752,123.186,343.338,149.556,338.752,163.314,307.796,151.849,321.554,146.116,329.579,163.314,329.579,178.219
315.09623011549985,280.349,258.418,311.174,241.722,339.43,203.191,329.155,167.229,299.615,149.248,335.577,165.944,336.861,110.717,335.577,77.3234,340.714,46.4988,311.174,160.807,322.733,110.717,326.586,76.0391,327.871,46.4988,288.056,160.807,290.624,138.973,290.624,165.944,293.193,186.494,267.506,168.513,272.643,163.376,277.781,189.063,281.634,204.475
262.93385337951446,323.573,257.225,350.367,239.006,375.017,206.854,366.443,174.701,345.008,163.984,366.443,167.199,367.515,114.684,366.443,85.7467,372.873,63.2401,341.793,160.769,355.725,123.258,358.941,91.1054,361.084,64.3119,324.645,167.199,333.219,143.621,338.578,167.199,337.506,182.203,306.425,174.701,317.143,166.127,324.645,184.347,324.645,198.28
269.8489348691227,250.947,226.844,276.245,207.046,290.544,170.748,278.445,137.75,255.346,132.25,277.345,133.35,271.845,82.7535,267.446,55.2553,268.546,31.0569,253.147,128.951,261.946,87.1533,260.846,57.4552,259.746,32.1568,238.848,136.65,243.247,112.452,250.947,136.65,253.147,147.649,224.548,142.15,233.348,137.75,242.147,155.349,247.647,170.748
338.98938254169553,271.174,303.409,300.191,282.682,316.772,243.993,304.336,208.068,278.083,195.632,318.154,202.541,315.39,148.653,309.863,109.964,308.481,75.42,294.664,203.923,300.191,150.034,301.573,109.964,304.336,79.5652,272.556,210.831,272.556,176.288,276.701,202.541,280.846,227.412,247.684,217.74,253.211,199.777,268.41,220.504,275.319,246.757
260.3701427449008,267.004,290.273,292.475,266.925,308.395,231.902,297.782,200.063,273.372,196.88,295.659,190.512,291.414,140.631,283.985,114.099,287.169,89.6893,271.249,190.512,282.924,151.244,276.556,119.405,275.495,96.057,254.269,197.941,259.575,174.593,269.127,197.941,271.249,209.615,239.411,206.431,248.962,199.002,257.453,215.983,263.82,231.902
296.9815787300619,247.463,337.654,269.253,308.602,280.147,261.391,258.358,231.128,229.306,225.076,270.463,227.497,257.148,175.444,247.463,143.971,229.306,122.181,246.253,232.339,247.463,182.708,241.411,145.181,245.042,114.918,228.095,240.813,219.621,214.181,229.306,242.023,240.2,262.602,203.885,246.865,208.727,242.023,219.621,266.234,229.306,280.76
305.6008010264371,351.957,268.449,381.853,248.519,408.012,209.903,396.801,177.516,373.133,166.305,393.064,170.042,396.801,118.97,394.31,87.8291,399.292,59.179,369.396,168.797,384.344,120.216,389.327,86.5834,390.573,60.4247,351.957,171.288,361.922,145.129,366.905,171.288,366.905,189.973,333.272,180.008,349.466,168.797,359.431,188.727,360.677,208.658
380.3126854707847,241.655,308.527,278.859,275.973,302.112,227.917,285.06,186.062,258.707,165.91,272.659,184.512,278.859,133.356,274.209,93.051,272.659,55.8465,244.755,186.062,260.257,128.705,264.908,91.5008,269.558,58.9469,227.703,195.363,237.004,161.259,250.956,193.813,258.707,221.716,204.45,206.215,221.502,187.612,238.554,209.315,246.305,232.568
299.89985407298883,238.31,262.896,267.648,238.448,283.539,194.441,267.648,157.768,241.977,138.209,281.095,157.768,274.983,105.204,268.87,69.7539,271.315,44.0831,259.091,163.88,263.981,107.649,261.536,69.7539,262.758,42.8607,237.088,166.325,232.198,135.764,237.088,165.102,245.645,185.884,211.417,173.659,217.529,162.658,226.086,185.884,228.531,204.22
312.01678468473455,251.33,251.587,272.951,226.151,293.3,180.366,274.223,139.668,250.058,110.416,285.669,146.027,280.582,91.3393,272.951,59.5441,272.951,30.2925,264.048,149.842,261.504,100.242,265.32,58.2723,264.048,34.108,241.156,151.114,234.796,118.047,242.427,146.027,250.058,163.832,215.719,157.473,220.807,140.94,228.437,161.289,234.796,180.366
265.21139704771366,286.293,251.394,313.319,231.935,332.777,196.262,327.372,167.074,304.67,158.426,326.291,156.264,330.615,106.537,328.453,79.5113,331.696,54.6478,301.427,150.859,315.481,115.185,318.724,82.7544,320.886,56.8099,280.888,151.94,294.941,133.562,298.184,158.426,299.265,171.398,268.997,161.669,278.726,158.426,286.293,175.722,288.455,191.938
273.22100225458513,337.235,268.565,358.395,251.86,375.1,218.45,371.759,188.381,348.371,177.244,377.327,182.812,376.213,132.697,373.986,104.855,376.213,82.5814,356.167,180.585,365.077,136.038,366.19,104.855,365.077,83.6951,339.462,182.812,339.462,157.198,341.689,180.585,345.03,196.176,320.53,183.926,323.871,177.244,329.439,197.29,331.666,209.54
302.67345974994237,253.862,309.575,281.004,283.667,294.575,238.019,278.537,203.475,252.629,184.969,288.407,202.241,281.004,149.191,273.602,115.88,273.602,87.5047,264.966,205.942,268.667,154.126,266.2,115.88,267.433,86.271,245.226,213.345,240.291,181.268,245.226,212.111,253.862,229.383,219.318,220.747,225.487,205.942,234.123,231.851,240.291,249.123
311.5741400886794,243.205,286.198,266.065,262.068,282.575,217.618,264.795,185.868,236.855,178.247,282.575,179.517,272.415,123.637,264.795,91.8873,264.795,61.4072,262.255,184.598,263.525,128.717,255.905,91.8873,252.095,63.9472,240.665,190.948,231.775,156.657,235.585,183.327,241.935,204.918,213.995,194.758,212.725,182.057,221.615,201.108,224.155,215.078
300.33984726972216,367.909,258.348,398.515,242.433,427.896,208.155,421.775,172.653,399.739,161.635,418.102,167.756,425.447,112.666,427.896,82.0608,434.017,55.1281,396.066,161.635,413.205,117.563,419.326,83.285,425.447,56.3523,376.479,162.859,388.721,139.599,392.394,167.756,391.169,186.119,359.34,171.428,371.582,161.635,380.151,181.222,382.6,202.034
300.5170273794815,241.296,273.068,264.57,248.57,281.719,203.247,269.469,167.724,238.846,157.925,280.494,166.499,271.919,113.827,263.345,81.979,262.12,55.0305,260.895,172.624,260.895,118.727,258.445,80.7541,254.77,55.0305,236.396,175.074,227.822,148.125,233.946,175.074,242.521,195.898,211.898,177.524,213.123,171.399,221.697,194.673,230.272,213.047
261.16368718679087,269.241,243.875,295.854,221.52,313.951,186.39,306.499,154.455,282.015,148.068,305.435,149.132,307.564,99.0993,304.37,69.2926,307.564,44.8085,280.951,144.874,295.854,106.551,296.918,70.3571,296.918,49.0666,262.854,151.261,272.434,125.712,277.757,151.261,278.822,164.035,245.821,158.713,258.596,150.197,267.112,168.294,269.241,184.261
267.42061433255293,255.296,262.805,280.366,238.824,296.717,202.853,286.907,173.423,262.926,166.882,281.456,164.702,278.186,113.471,270.556,85.1301,270.556,62.2394,255.296,164.702,268.376,123.281,267.286,96.0304,266.196,65.5095,236.765,171.243,246.575,147.262,256.386,169.062,260.746,183.233,222.595,185.413,235.675,172.333,245.485,189.773,250.936,203.943
309.2565660887413,260.111,329.004,281.541,302.532,292.886,257.152,272.717,228.159,243.724,223.117,291.625,220.595,280.28,167.652,271.456,134.877,270.196,105.885,271.456,228.159,267.675,172.694,261.372,136.138,253.808,112.187,250.027,235.722,239.942,201.687,243.724,229.419,251.287,252.109,223.555,242.025,222.295,226.898,231.118,245.807,233.64,260.933
288.83764895352544,250.359,264.542,275.083,240.995,297.452,202.143,282.147,166.823,257.423,156.227,280.97,160.937,277.438,111.489,271.551,80.8784,271.551,54.9771,253.891,157.405,263.31,116.198,263.31,82.0557,262.133,59.6865,236.231,164.469,244.473,142.099,252.714,164.469,255.069,178.597,220.926,175.065,233.877,165.646,243.295,183.306,249.182,200.966
268.06267845039525,247.715,231.8,272.846,212.132,290.329,173.89,280.495,144.388,256.457,136.74,275.032,135.647,272.846,83.1999,267.383,55.8838,272.846,32.9383,248.808,135.647,260.827,93.0338,264.105,60.2544,263.012,38.4015,232.418,143.295,242.252,115.979,249.901,140.018,252.086,154.222,217.121,155.315,230.233,141.11,238.974,158.592,243.345,173.89
290.2986755601893,301.995,285.722,322.111,267.972,338.676,237.207,335.127,206.442,316.194,192.242,339.86,198.159,341.043,150.827,336.31,120.062,337.493,95.2131,318.561,193.426,328.027,149.644,328.027,117.695,326.844,95.2131,299.628,195.792,304.361,170.943,306.728,194.609,310.278,212.358,281.879,200.525,287.795,191.059,296.078,209.991,298.445,227.741
309.6638501859718,269.753,289.08,294.998,267.622,313.931,228.494,301.309,189.365,272.278,179.267,316.455,188.103,312.669,128.779,310.144,97.2231,311.407,66.9299,292.473,189.365,301.309,133.827,300.047,97.2231,296.26,68.1921,269.753,190.627,269.753,157.81,271.016,186.841,273.54,205.774,247.034,199.463,249.558,179.267,255.869,199.463,258.394,217.134
261.63271837061967,261.17,275.46,284.632,254.132,298.495,215.74,286.765,186.946,262.237,179.481,286.765,178.414,278.233,127.225,270.768,99.4979,272.901,76.0363,256.904,178.414,268.635,136.823,268.635,105.897,264.369,82.4349,243.041,188.012,250.506,160.285,257.971,183.747,261.17,196.544,227.044,200.81,237.708,186.946,248.373,202.942,252.639,217.873
261.3582611301966,265.768,303.05,290.27,282.809,306.25,243.392,291.335,215.694,266.833,209.302,290.27,207.171,281.748,156.036,273.225,128.338,273.225,104.901,261.507,207.171,270.029,165.624,267.898,136.86,265.768,111.293,246.592,216.759,254.049,190.126,263.637,213.563,266.833,224.217,231.678,229.543,242.331,215.694,254.049,232.739,258.311,246.588
